,cutoffs_dense_right,cutoffs_dense_left,cutoffs_dilute_right,cutoffs_dilute_left,c_dilute,c_dense,c_dilute_err,c_dense_err,dG,dG_err,first_chain,last_chain
Ddx4N_216_Ddx4N_216,22.76794740427117,-22.7403564157429,70.32288182156,-70.80990606442943,0.29925722330428195,11.71645732629597,0.03938648236815538,0.03142598091707885,-3.6674462593503483,0.1346677245494155,0.0,199.0
