,cutoffs_dense_right,cutoffs_dense_left,cutoffs_dilute_right,cutoffs_dilute_left,c_dilute,c_dense,c_dilute_err,c_dense_err,dG,dG_err,first_chain,last_chain
Ddx4N_366_Ddx4N_366,19.189709390579516,-18.791298530055244,109.71955055456439,-113.3366252765509,0.5823590215027764,9.053549773284512,0.029036477393716186,0.09500467348588247,-2.74382506695353,0.05157981754526396,0.0,199.0
