,cutoffs_dense_right,cutoffs_dense_left,cutoffs_dilute_right,cutoffs_dilute_left,c_dilute,c_dense,c_dilute_err,c_dense_err,dG,dG_err,first_chain,last_chain
Ddx4N_66_Ddx4N_66,21.380701843528566,-21.383189959563946,53.46029966289626,-53.45700981215926,0.020548015305889875,14.793173663999546,0.003256781486947468,0.010602439979574602,-6.579156756940469,0.164604765713382,0.0,199.0
